"Date","Open","High","Low","Close"
"22 Jan 2018","10883.2","10975.1","10881.4","10966.20"
"19 Jan 2018","10829.2","10906.85","10793.9","10894.70"
"18 Jan 2018","10873.4","10887.5","10782.4","10817.00"
"17 Jan 2018","10702.45","10803","10666.75","10788.55"
"16 Jan 2018","10761.5","10762.35","10687.85","10700.45"
"15 Jan 2018","10718.5","10782.65","10713.8","10741.55"
"12 Jan 2018","10682.55","10690.4","10597.1","10681.25"
"11 Jan 2018","10637.05","10664.6","10612.35","10651.20"
"10 Jan 2018","10652.05","10655.5","10592.7","10632.20"
"09 Jan 2018","10645.1","10659.15","10603.6","10637.00"
"08 Jan 2018","10591.7","10631.2","10588.55","10623.60"
"05 Jan 2018","10534.25","10566.1","10520.1","10558.85"
"04 Jan 2018","10469.4","10513","10441.45","10504.80"
"03 Jan 2018","10482.65","10503.6","10429.55","10443.20"
"02 Jan 2018","10477.55","10495.2","10404.65","10442.20"
"01 Jan 2018","10531.7","10537.85","10423.1","10435.55"
"29 Dec 2017","10492.35","10538.7","10488.65","10530.70"
"28 Dec 2017","10498.2","10534.55","10460.45","10477.90"
"27 Dec 2017","10531.05","10552.4","10469.25","10490.75"
"26 Dec 2017","10512.3","10545.45","10477.95","10531.50"
"22 Dec 2017","10457.3","10501.1","10448.25","10493.00"
"21 Dec 2017","10473.95","10473.95","10426.9","10440.30"
"20 Dec 2017","10494.4","10494.45","10437.15","10444.20"
"19 Dec 2017","10414.8","10472.2","10406","10463.20"
"18 Dec 2017","10263.1","10443.55","10074.8","10388.75"
"15 Dec 2017","10345.65","10373.1","10319.65","10333.25"
"14 Dec 2017","10229.3","10276.1","10141.55","10252.10"
"13 Dec 2017","10236.6","10296.55","10169.85","10192.95"
"12 Dec 2017","10324.9","10326.1","10230.2","10240.15"
"11 Dec 2017","10310.5","10329.2","10282.05","10322.25"
"08 Dec 2017","10198.45","10270.85","10195.25","10265.65"
"07 Dec 2017","10063.45","10182.65","10061.9","10166.70"
"06 Dec 2017","10088.8","10104.2","10033.35","10044.10"
"05 Dec 2017","10118.25","10147.95","10069.1","10118.25"
"04 Dec 2017","10175.05","10179.2","10095.7","10127.75"
"01 Dec 2017","10263.7","10272.7","10108.55","10121.80"
"30 Nov 2017","10332.7","10332.7","10211.25","10226.55"
"29 Nov 2017","10376.65","10392.95","10345.9","10361.30"
"28 Nov 2017","10387.9","10409.55","10355.2","10370.25"
"27 Nov 2017","10361.05","10407.15","10340.2","10399.55"
"24 Nov 2017","10366.8","10404.5","10362.25","10389.70"
"23 Nov 2017","10358.45","10374.3","10307.3","10348.75"
"22 Nov 2017","10350.8","10368.7","10309.55","10342.30"
"21 Nov 2017","10329.25","10358.7","10315.05","10326.90"
"20 Nov 2017","10287.2","10309.85","10261.5","10298.75"
"17 Nov 2017","10324.55","10343.6","10268.05","10283.60"
"16 Nov 2017","10152.9","10232.25","10139.2","10214.75"
"15 Nov 2017","10171.95","10175.45","10094","10118.05"
"14 Nov 2017","10223.4","10248","10175.55","10186.60"
"13 Nov 2017","10322","10334.15","10216.25","10224.95"
"10 Nov 2017","10304.35","10344.95","10254.1","10321.75"
"09 Nov 2017","10358.65","10368.45","10266.95","10308.95"
"08 Nov 2017","10361.95","10384.25","10285.5","10303.15"
"07 Nov 2017","10477.15","10485.75","10340.8","10350.15"
"06 Nov 2017","10431.75","10490.45","10413.75","10451.80"
"03 Nov 2017","10461.55","10461.7","10403.6","10452.50"
"02 Nov 2017","10440.5","10453","10412.55","10423.80"
"01 Nov 2017","10390.35","10451.65","10383.05","10440.50"
"31 Oct 2017","10364.9","10367.7","10323.95","10335.30"
"30 Oct 2017","10353.85","10384.5","10344.3","10363.65"
"27 Oct 2017","10362.3","10366.15","10311.3","10323.05"
"26 Oct 2017","10291.8","10355.65","10271.85","10343.80"
"25 Oct 2017","10321.15","10340.55","10240.9","10295.35"
"24 Oct 2017","10218.55","10237.75","10182.4","10207.70"
"23 Oct 2017","10176.65","10224.15","10124.5","10184.85"
"19 Oct 2017","10210.35","10211.95","10123.35","10146.55"
"18 Oct 2017","10209.4","10236.45","10175.75","10210.85"
"17 Oct 2017","10227.65","10251.85","10212.6","10234.45"
"16 Oct 2017","10207.4","10242.95","10175.1","10230.85"
"13 Oct 2017","10123.7","10191.9","10120.1","10167.45"
"12 Oct 2017","10011.2","10104.45","9977.1","10096.40"
"11 Oct 2017","10042.6","10067.25","9955.8","9984.80"
"10 Oct 2017","10013.7","10034","10002.3","10016.95"
"09 Oct 2017","9988.2","10015.75","9959.45","9988.75"
"06 Oct 2017","9908.15","9989.35","9906.6","9979.70"
"05 Oct 2017","9927","9945.95","9881.85","9888.70"
"04 Oct 2017","9884.35","9938.3","9850.65","9914.90"
"03 Oct 2017","9893.3","9895.4","9831.05","9859.50"
"29 Sep 2017","9814.3","9854","9775.35","9788.60"
"28 Sep 2017","9736.4","9789.2","9687.55","9768.95"
"27 Sep 2017","9920.6","9921.05","9714.4","9735.75"
"26 Sep 2017","9875.25","9891.35","9813","9871.50"
"25 Sep 2017","9960.1","9960.5","9816.05","9872.60"
"22 Sep 2017","10094.35","10095.05","9952.8","9964.40"
"21 Sep 2017","10139.6","10158.9","10058.6","10121.90"
"20 Sep 2017","10160.95","10171.05","10134.2","10141.15"
"19 Sep 2017","10175.6","10178.95","10129.95","10147.55"
"18 Sep 2017","10133.1","10171.7","10131.3","10153.10"
"15 Sep 2017","10062.35","10115.15","10043.65","10085.40"
"14 Sep 2017","10107.4","10126.5","10070.35","10086.60"
"13 Sep 2017","10099.25","10131.95","10063.15","10079.30"
"12 Sep 2017","10056.85","10097.55","10028.05","10093.05"
"11 Sep 2017","9971.75","10028.65","9968.8","10006.05"
"08 Sep 2017","9958.65","9963.6","9913.3","9934.80"
"07 Sep 2017","9945.85","9964.85","9917.2","9929.90"
"06 Sep 2017","9899.25","9931.55","9882.55","9916.20"
"05 Sep 2017","9933.25","9963.1","9901.05","9952.20"
"04 Sep 2017","9984.15","9988.4","9861","9912.85"
"01 Sep 2017","9937.65","9983.45","9909.85","9974.40"
"31 Aug 2017","9905.7","9925.1","9856.95","9917.90"
"30 Aug 2017","9859.5","9909.45","9850.8","9884.40"
"29 Aug 2017","9886.4","9887.35","9783.75","9796.05"
"28 Aug 2017","9907.15","9925.75","9882","9912.80"
"24 Aug 2017","9881.2","9881.5","9848.85","9857.05"
"23 Aug 2017","9803.05","9857.9","9786.75","9852.50"
"22 Aug 2017","9815.75","9828.45","9752.6","9765.55"
"21 Aug 2017","9864.25","9884.35","9740.1","9754.35"
"18 Aug 2017","9865.95","9865.95","9783.65","9837.40"
"17 Aug 2017","9945.55","9947.8","9883.75","9904.15"
"16 Aug 2017","9825.85","9903.95","9773.85","9897.30"
"14 Aug 2017","9755.75","9818.3","9752.1","9794.15"
"11 Aug 2017","9712.15","9771.65","9685.55","9710.80"
"10 Aug 2017","9872.85","9892.65","9776.2","9820.25"
"09 Aug 2017","9961.15","9969.8","9893.05","9908.05"
"08 Aug 2017","10068.35","10083.8","9947","9978.55"
"07 Aug 2017","10074.8","10088.1","10046.35","10057.40"
"04 Aug 2017","10008.6","10075.25","9988.35","10066.40"
"03 Aug 2017","10081.15","10081.15","9998.25","10013.65"
"02 Aug 2017","10136.3","10137.85","10054.2","10081.50"
"01 Aug 2017","10101.05","10128.6","10065.75","10114.65"
"31 Jul 2017","10034.7","10085.9","10016.95","10077.10"
"28 Jul 2017","9996.55","10026.05","9944.5","10014.50"
"27 Jul 2017","10063.25","10114.85","10005.5","10020.55"
"26 Jul 2017","9983.65","10025.95","9965.95","10020.65"
"25 Jul 2017","10010.55","10011.3","9949.1","9964.55"
"24 Jul 2017","9936.8","9982.05","9919.6","9966.40"
"21 Jul 2017","9899.6","9924.7","9838","9915.25"
"20 Jul 2017","9920.2","9922.55","9863.45","9873.30"
"19 Jul 2017","9855.95","9905.05","9851.65","9899.60"
"18 Jul 2017","9832.7","9885.35","9792.05","9827.15"
"17 Jul 2017","9908.15","9928.2","9894.7","9915.95"
"14 Jul 2017","9913.3","9913.3","9845.45","9886.35"
"13 Jul 2017","9855.8","9897.25","9853.45","9891.70"
"12 Jul 2017","9807.3","9824.95","9787.7","9816.10"
"11 Jul 2017","9797.45","9830.05","9778.85","9786.05"
"10 Jul 2017","9719.3","9782.15","9646.45","9771.05"
"07 Jul 2017","9670.35","9684.25","9642.65","9665.80"
"06 Jul 2017","9653.6","9700.7","9639.95","9674.55"
"05 Jul 2017","9619.75","9643.65","9607.35","9637.60"
"04 Jul 2017","9645.9","9650.65","9595.5","9613.30"
"03 Jul 2017","9587.95","9624","9543.55","9615.00"
"30 Jun 2017","9478.5","9535.8","9448.75","9520.90"
"29 Jun 2017","9522.95","9575.8","9493.8","9504.10"
"28 Jun 2017","9520.2","9522.5","9474.35","9491.25"
"27 Jun 2017","9594.05","9615.4","9473.45","9511.40"
"23 Jun 2017","9643.25","9647.65","9565.3","9574.95"
"22 Jun 2017","9642.65","9698.85","9617.75","9630.00"
"21 Jun 2017","9648.1","9650.45","9608.6","9633.60"
"20 Jun 2017","9670.5","9676.5","9643.75","9653.50"
"19 Jun 2017","9626.4","9673.3","9614.9","9657.55"
"16 Jun 2017","9595.45","9615.85","9565.5","9588.05"
"15 Jun 2017","9617.9","9621.4","9560.8","9578.05"
"14 Jun 2017","9621.55","9627.4","9580.45","9618.15"
"13 Jun 2017","9615.55","9654.15","9595.4","9606.90"
"12 Jun 2017","9646.7","9647.05","9598.5","9616.40"
"09 Jun 2017","9638.55","9676.25","9608.15","9668.25"
"08 Jun 2017","9682.4","9688.7","9641.5","9647.25"
"07 Jun 2017","9663.95","9678.55","9630.55","9663.90"
"06 Jun 2017","9704.25","9709.3","9630.2","9637.15"
"05 Jun 2017","9656.3","9687.2","9640.7","9675.10"
"02 Jun 2017","9657.15","9673.5","9637.45","9653.50"
"01 Jun 2017","9603.55","9634.65","9589.9","9616.10"
"31 May 2017","9636.55","9649.6","9609.25","9621.25"
"30 May 2017","9590.65","9635.3","9581.2","9624.55"
"29 May 2017","9560.05","9637.75","9547.7","9604.90"
"26 May 2017","9507.75","9604.9","9495.4","9595.10"
"25 May 2017","9384.05","9523.3","9379.2","9509.75"
"24 May 2017","9410.9","9431.9","9341.65","9360.55"
"23 May 2017","9445.05","9448.05","9370","9386.15"
"22 May 2017","9480.25","9498.65","9427.9","9438.25"
"19 May 2017","9469.9","9505.75","9390.75","9427.90"
"18 May 2017","9453.2","9489.1","9418.1","9429.45"
"17 May 2017","9517.6","9532.6","9486.1","9525.75"
"16 May 2017","9461","9517.2","9456.35","9512.25"
"15 May 2017","9433.55","9449.25","9423.1","9445.40"
"12 May 2017","9436.65","9437.75","9372.55","9400.90"
"11 May 2017","9448.6","9450.65","9411.3","9422.40"
"10 May 2017","9339.65","9414.75","9336","9407.30"
"09 May 2017","9337.35","9338.95","9307.7","9316.85"
"08 May 2017","9311.45","9338.7","9297.95","9314.05"
"05 May 2017","9374.55","9377.1","9272","9285.30"
"04 May 2017","9360.95","9365.65","9323.25","9359.90"
"03 May 2017","9344.7","9346.3","9298.4","9311.95"
"02 May 2017","9339.85","9352.55","9269.9","9313.80"
"28 Apr 2017","9340.95","9342.65","9282.25","9304.05"
"27 Apr 2017","9359.15","9367.15","9322.65","9342.15"
"26 Apr 2017","9336.2","9367","9301.35","9351.85"
"25 Apr 2017","9273.05","9309.2","9250.35","9306.60"
"24 Apr 2017","9135.35","9225.4","9130.55","9217.95"
"21 Apr 2017","9179.1","9183.65","9088.75","9119.40"
"20 Apr 2017","9108.1","9143.9","9102.65","9136.40"
"19 Apr 2017","9112.2","9120.5","9075.15","9103.50"
"18 Apr 2017","9163","9217.9","9095.45","9105.15"
"17 Apr 2017","9144.75","9160","9120.25","9139.30"
"13 Apr 2017","9202.5","9202.65","9144.95","9150.80"
"12 Apr 2017","9242.5","9246.4","9161.8","9203.45"
"11 Apr 2017","9184.55","9242.7","9172.85","9237.00"
"10 Apr 2017","9225.6","9225.65","9174.85","9181.45"
"07 Apr 2017","9223.7","9250.5","9188.1","9198.30"
"06 Apr 2017","9245.8","9267.95","9218.85","9261.95"
"05 Apr 2017","9264.4","9273.9","9215.4","9265.15"
"03 Apr 2017","9220.6","9245.35","9192.4","9237.85"
"31 Mar 2017","9158.9","9191.7","9152.1","9173.75"
"30 Mar 2017","9142.6","9183.15","9136.35","9173.75"
"29 Mar 2017","9128.7","9153.15","9109.1","9143.80"
"28 Mar 2017","9081.5","9110.4","9079.8","9100.80"
"27 Mar 2017","9093.45","9094.85","9024.65","9045.20"
"24 Mar 2017","9104","9133.55","9089.4","9108.00"
"23 Mar 2017","9048.75","9099.05","9048.6","9086.30"
"22 Mar 2017","9047.2","9072.9","9019.3","9030.45"
"21 Mar 2017","9133.95","9147.75","9087.2","9121.50"
"20 Mar 2017","9166.95","9167.6","9116.3","9126.85"
"17 Mar 2017","9207.8","9218.4","9147.6","9160.05"
"16 Mar 2017","9129.65","9158.45","9128.55","9153.70"
"15 Mar 2017","9086.85","9106.55","9075.5","9084.80"
"14 Mar 2017","9091.65","9122.75","9060.5","9087.00"
"10 Mar 2017","8953.7","8975.7","8903.95","8934.55"
"09 Mar 2017","8914.5","8945.8","8899.5","8927.00"
"08 Mar 2017","8950.7","8957.05","8891.95","8924.30"
"07 Mar 2017","8977.75","8977.85","8932.8","8946.90"
"06 Mar 2017","8915.1","8967.8","8914","8963.45"
"03 Mar 2017","8883.5","8907.1","8860.1","8897.55"
"02 Mar 2017","8982.85","8992.5","8879.8","8899.75"
"01 Mar 2017","8904.4","8960.8","8898.6","8945.80"
"28 Feb 2017","8898.95","8914.75","8867.6","8879.60"
"27 Feb 2017","8943.7","8951.8","8888.65","8896.70"
"23 Feb 2017","8956.4","8982.15","8927.55","8939.50"
"22 Feb 2017","8931.6","8960.75","8905.25","8926.90"
"21 Feb 2017","8890.75","8920.8","8860.95","8907.85"
"20 Feb 2017","8818.55","8886.25","8809.8","8879.20"
"17 Feb 2017","8883.7","8896.45","8804.25","8821.70"
"16 Feb 2017","8739","8783.95","8719.6","8778.00"
"15 Feb 2017","8778.95","8807.9","8712.85","8724.70"
"14 Feb 2017","8819.9","8820.45","8772.5","8792.30"
"13 Feb 2017","8819.8","8826.9","8754.2","8805.05"
"10 Feb 2017","8812.35","8822.1","8771.2","8793.55"
"09 Feb 2017","8795.55","8821.4","8724.1","8778.40"
"08 Feb 2017","8774.55","8791.25","8715","8769.05"
"07 Feb 2017","8805.7","8809.3","8741.05","8768.30"
"06 Feb 2017","8785.45","8814.1","8770.2","8801.05"
"03 Feb 2017","8735.15","8748.25","8707.75","8740.95"
"02 Feb 2017","8724.75","8757.6","8685.8","8734.25"
"01 Feb 2017","8570.35","8722.4","8537.5","8716.40"
"31 Jan 2017","8629.45","8631.75","8552.4","8561.30"
"30 Jan 2017","8635.55","8662.6","8617.75","8632.75"
"27 Jan 2017","8610.5","8672.7","8606.9","8641.25"
"25 Jan 2017","8499.45","8612.6","8493.95","8602.75"
"24 Jan 2017","8407.05","8480.95","8398.15","8475.80"
"23 Jan 2017","8329.6","8404.15","8327.2","8391.50"
"20 Jan 2017","8404.35","8423.65","8340.95","8349.35"
"19 Jan 2017","8418.4","8445.15","8404.05","8435.10"
"18 Jan 2017","8403.85","8460.3","8397.4","8417.00"
"17 Jan 2017","8415.05","8440.9","8378.3","8398.00"
"16 Jan 2017","8390.95","8426.7","8374.4","8412.80"
"13 Jan 2017","8457.65","8461.05","8373.15","8400.35"
"12 Jan 2017","8391.05","8417.2","8382.3","8407.20"
"11 Jan 2017","8327.8","8389","8322.25","8380.65"
"10 Jan 2017","8262.7","8293.8","8261","8288.60"
"09 Jan 2017","8259.35","8263","8227.75","8236.05"
"06 Jan 2017","8281.85","8306.85","8233.25","8243.80"
"05 Jan 2017","8226.65","8282.65","8223.7","8273.80"
"04 Jan 2017","8202.65","8218.5","8180.9","8190.50"
"03 Jan 2017","8196.05","8219.1","8148.6","8192.25"
"02 Jan 2017","8210.1","8212","8133.8","8179.50"
"30 Dec 2016","8119.65","8197","8114.75","8185.80"
"29 Dec 2016","8030.6","8111.1","8020.8","8103.60"
"28 Dec 2016","8047.55","8100.55","8028.4","8034.85"
"27 Dec 2016","7915.05","8044.65","7903.7","8032.85"
"26 Dec 2016","7965.1","7970.05","7893.8","7908.25"
"23 Dec 2016","7972.5","8022.6","7942.05","7985.75"
"22 Dec 2016","8043.85","8046.45","7964.95","7979.10"
"21 Dec 2016","8105.85","8112.55","8053.25","8061.30"
"20 Dec 2016","8110.6","8124.1","8062.75","8082.40"
"19 Dec 2016","8126","8132.5","8094.85","8104.35"
"16 Dec 2016","8178.2","8178.7","8127.45","8139.45"
"15 Dec 2016","8128.4","8225.9","8121.95","8153.60"
"14 Dec 2016","8229.35","8229.4","8165.1","8182.45"
"13 Dec 2016","8196.15","8228.85","8155.8","8221.80"
"12 Dec 2016","8230.65","8230.65","8154.45","8170.80"
"09 Dec 2016","8271.7","8274.95","8241.95","8261.75"
"08 Dec 2016","8152.1","8256.25","8151.75","8246.85"
"07 Dec 2016","8168.4","8190.45","8077.5","8102.05"
"06 Dec 2016","8153.15","8178.7","8130.85","8143.15"
"05 Dec 2016","8088.75","8141.9","8056.85","8128.75"
"02 Dec 2016","8153.55","8159.3","8070.05","8086.80"
"01 Dec 2016","8244","8250.8","8185.05","8192.90"
"30 Nov 2016","8172.15","8234.25","8139.25","8224.50"
"29 Nov 2016","8131.55","8197.35","8128.7","8142.15"
"28 Nov 2016","8080.65","8146.5","8066.5","8126.90"
"25 Nov 2016","8007.95","8122.25","7976.75","8114.30"
"24 Nov 2016","8011.8","8024.85","7952.55","7965.50"
"23 Nov 2016","8051.2","8055.2","7973.1","8033.30"
"22 Nov 2016","7989.15","8019.05","7938.15","8002.30"
"21 Nov 2016","8102.1","8102.45","7916.4","7929.10"
"18 Nov 2016","8097.55","8128.95","8048.3","8074.10"
"17 Nov 2016","8105.1","8151.25","8060.3","8079.95"
"16 Nov 2016","8205.65","8210.05","8089.4","8111.60"
"15 Nov 2016","8284.85","8288.55","8093.2","8108.45"
"11 Nov 2016","8456.65","8460.6","8284.95","8296.30"
"10 Nov 2016","8555.6","8598.45","8510.7","8525.75"
"09 Nov 2016","8067.5","8476.2","8002.25","8432.00"
"08 Nov 2016","8540","8559.4","8480.1","8543.55"
"07 Nov 2016","8535.75","8535.85","8481.45","8497.05"
"04 Nov 2016","8503.6","8504","8400.25","8433.75"
"03 Nov 2016","8499.85","8537.65","8476.15","8484.95"
"02 Nov 2016","8542.8","8549.5","8504.85","8514.00"
"01 Nov 2016","8653.15","8669.6","8614.5","8626.25"
"30 Oct 2016","8672.35","8678.25","8616.25","8625.70"
"28 Oct 2016","8625","8653.75","8581.75","8638.00"
"27 Oct 2016","8607.1","8624.85","8550.25","8615.25"
"26 Oct 2016","8657.3","8657.3","8596.6","8615.25"
"25 Oct 2016","8721.7","8722.65","8663.45","8691.30"
"24 Oct 2016","8709.85","8736.95","8684.15","8708.95"
"21 Oct 2016","8708.6","8709.1","8652.05","8693.05"
"20 Oct 2016","8693.35","8727","8678.3","8699.40"
"19 Oct 2016","8697.5","8698.75","8636.7","8659.10"
"18 Oct 2016","8556.05","8685.1","8555.9","8677.90"
"17 Oct 2016","8612.95","8615.4","8506.15","8520.40"
"14 Oct 2016","8594","8604.45","8549.8","8583.40"
"13 Oct 2016","8671.5","8681.55","8541.35","8573.35"
"10 Oct 2016","8735.35","8745.8","8703.95","8708.80"
"07 Oct 2016","8721.7","8723.7","8663.8","8697.60"
"06 Oct 2016","8768.7","8781.15","8684.65","8709.55"
"05 Oct 2016","8806.35","8806.95","8731.4","8743.95"
"04 Oct 2016","8770","8783.65","8736.1","8769.15"
"03 Oct 2016","8666.15","8745.2","8635","8738.10"
"30 Sep 2016","8581.5","8637.15","8555.2","8611.15"
"29 Sep 2016","8792.7","8800.65","8558.25","8591.25"
"28 Sep 2016","8711.2","8767.05","8703.15","8745.15"
"27 Sep 2016","8748.9","8768.5","8690.5","8706.40"
"26 Sep 2016","8807.9","8809.55","8715.1","8723.05"
"23 Sep 2016","8880.75","8885.2","8820.3","8831.55"
"22 Sep 2016","8873.35","8893.35","8837.8","8867.45"
"21 Sep 2016","8790.3","8826.85","8757.3","8777.15"
"20 Sep 2016","8816.1","8816.45","8759.3","8775.90"
"19 Sep 2016","8788.45","8824.3","8774.2","8808.40"
"16 Sep 2016","8780.85","8847.65","8750.5","8779.85"
"15 Sep 2016","8743.85","8751.95","8704.35","8742.55"
"14 Sep 2016","8710.65","8739.85","8688.9","8726.60"
"12 Sep 2016","8732.95","8746.95","8699.4","8715.60"
"09 Sep 2016","8934.3","8939.15","8858.7","8866.70"
"08 Sep 2016","8915.5","8960.35","8896","8952.50"
"07 Sep 2016","8968.7","8968.7","8913.35","8917.95"
"06 Sep 2016","8852.7","8950.85","8848.45","8943.00"
"02 Sep 2016","8796.35","8824.1","8768.2","8809.65"
"01 Sep 2016","8793.6","8813.25","8759.95","8774.65"
"31 Aug 2016","8754.05","8819.2","8754.05","8786.20"
"30 Aug 2016","8646.75","8750.6","8642.25","8744.35"
"29 Aug 2016","8583.75","8622","8543.75","8607.45"
"26 Aug 2016","8614.35","8622.95","8547.55","8572.55"
"25 Aug 2016","8668.85","8683.05","8583.65","8592.20"
"24 Aug 2016","8648.5","8661.05","8620.9","8650.30"
"23 Aug 2016","8628.35","8642.15","8580","8632.60"
"22 Aug 2016","8667","8684.85","8614","8629.15"
"19 Aug 2016","8694.3","8696.6","8647.1","8666.90"
"18 Aug 2016","8648.85","8690.7","8645.05","8673.25"
"17 Aug 2016","8639.8","8667.1","8603.6","8624.05"
"16 Aug 2016","8670.25","8682.35","8600.45","8642.55"
"12 Aug 2016","8605.45","8684.3","8604.45","8672.15"
"11 Aug 2016","8572.8","8601.15","8540.05","8592.15"
"10 Aug 2016","8686.7","8690.1","8564.6","8575.30"
"09 Aug 2016","8727.8","8728.35","8638.2","8678.25"
"08 Aug 2016","8712.85","8723.5","8697.6","8711.35"
"05 Aug 2016","8600.2","8689.4","8590.15","8683.15"
"04 Aug 2016","8599.95","8601.4","8518.15","8551.10"
"03 Aug 2016","8635.2","8635.45","8529.6","8544.85"
"02 Aug 2016","8647.45","8687.2","8611.4","8622.90"
"01 Aug 2016","8654.3","8711.3","8590.5","8636.55"
"29 Jul 2016","8668.3","8670.35","8631.15","8638.50"
"28 Jul 2016","8636.95","8674.7","8625.25","8666.30"
"27 Jul 2016","8599.4","8665","8572.05","8615.80"
"26 Jul 2016","8633.75","8644.9","8577.15","8590.65"
"25 Jul 2016","8519.95","8641.15","8517.2","8635.65"
"22 Jul 2016","8519.65","8548.95","8489.8","8541.20"
"21 Jul 2016","8582.7","8585.25","8503.45","8510.10"
"20 Jul 2016","8515.45","8569.9","8512.55","8565.85"
"19 Jul 2016","8514.3","8540.05","8476.7","8528.55"
"18 Jul 2016","8564.05","8587.1","8494.35","8508.70"
"15 Jul 2016","8565.45","8594.8","8510.05","8541.40"
"14 Jul 2016","8515.75","8571.4","8500.7","8565.00"
"13 Jul 2016","8540.45","8550.25","8493.55","8519.50"
"12 Jul 2016","8502.6","8526.6","8479.2","8521.05"
"11 Jul 2016","8413.35","8475.25","8407.05","8467.90"
"08 Jul 2016","8350","8353.3","8287.55","8323.20"
"07 Jul 2016","8342","8361.95","8317.7","8337.90"
"05 Jul 2016","8379.3","8381.45","8319.95","8335.95"
"04 Jul 2016","8376.75","8398.45","8364.7","8370.70"
"01 Jul 2016","8313.05","8356.75","8308.65","8328.35"
"30 Jun 2016","8260.25","8308.15","8242.1","8287.75"
"29 Jun 2016","8173.1","8212.4","8157.65","8204.00"
"28 Jun 2016","8096.05","8146.35","8086.85","8127.85"
"27 Jun 2016","8039.35","8120.65","8039.35","8094.70"
"24 Jun 2016","8029.1","8100.7","7927.05","8088.60"
"23 Jun 2016","8201.15","8285.6","8188.3","8270.45"
"22 Jun 2016","8213.65","8238.35","8153.25","8203.70"
"21 Jun 2016","8255.4","8257.25","8202.15","8219.90"
"20 Jun 2016","8115.75","8244.15","8107.35","8238.50"
"17 Jun 2016","8176.65","8195.25","8135.8","8170.20"
"16 Jun 2016","8180.65","8180.65","8074.45","8140.75"
"15 Jun 2016","8139.4","8213.2","8123.15","8206.60"
"14 Jun 2016","8134.4","8134.95","8069.5","8108.85"
"13 Jun 2016","8102.25","8125.25","8063.9","8110.60"
"10 Jun 2016","8180.25","8265.6","8162.85","8170.05"
"09 Jun 2016","8273.35","8273.35","8184.6","8203.60"
"08 Jun 2016","8285.5","8288.9","8252.05","8273.05"
"07 Jun 2016","8235.55","8294.95","8216.4","8266.45"
"06 Jun 2016","8228.75","8234.7","8186.05","8201.05"
"03 Jun 2016","8246.2","8262","8209.85","8220.80"
"02 Jun 2016","8156.9","8229.5","8154.75","8218.95"
"01 Jun 2016","8179.2","8215.35","8171.05","8179.95"
"31 May 2016","8209.85","8213.6","8134.3","8160.10"
"30 May 2016","8166.5","8200","8150.8","8178.50"
"27 May 2016","8081.95","8164.2","8077.05","8156.65"
"26 May 2016","7974.45","8083","7948.5","8069.65"
"25 May 2016","7811.8","7941.2","7809.3","7934.90"
"24 May 2016","7738.05","7761.55","7715.8","7748.85"
"23 May 2016","7813.95","7820.6","7722.2","7731.05"
"20 May 2016","7792.2","7812.4","7735.75","7749.70"
"19 May 2016","7875.5","7876.2","7766.8","7783.40"
"18 May 2016","7846.75","7882.05","7810.75","7870.15"
"17 May 2016","7896.85","7940.1","7879.7","7890.75"
"16 May 2016","7831.2","7873.9","7772.15","7860.75"
"13 May 2016","7881","7881","7784.2","7814.90"
"12 May 2016","7871.45","7916.05","7849.65","7900.40"
"11 May 2016","7804.65","7893.1","7780.9","7848.85"
"10 May 2016","7873.55","7896.9","7837.7","7887.80"
"09 May 2016","7755.25","7873.65","7753.55","7866.05"
"06 May 2016","7717.65","7738.9","7678.35","7733.45"
"05 May 2016","7731","7777.55","7706.85","7735.50"
"04 May 2016","7724.15","7749","7697.25","7706.55"
"03 May 2016","7824.8","7890.25","7735.15","7747.00"
"02 May 2016","7822.7","7829.8","7777.3","7805.90"
"29 Apr 2016","7844.25","7889.05","7788.7","7849.80"
"28 Apr 2016","7967.4","7992","7834.45","7847.25"
"27 Apr 2016","7942","7991","7940.55","7979.90"
"26 Apr 2016","7828.15","7974.5","7822.55","7962.65"
"25 Apr 2016","7894.8","7911","7827","7855.05"
"22 Apr 2016","7891.8","7923.35","7873.35","7899.30"
"21 Apr 2016","7953.65","7978.45","7884.1","7912.05"
"20 Apr 2016","7950.05","7950.4","7877.55","7914.75"
"18 Apr 2016","7908.15","7920.6","7842.75","7914.70"
"13 Apr 2016","7777.15","7864.8","7772.2","7850.45"
"12 Apr 2016","7669.25","7717.4","7663.35","7708.95"
"11 Apr 2016","7577.8","7678.8","7516.85","7671.40"
"08 Apr 2016","7542.35","7569.35","7526.7","7555.20"
"07 Apr 2016","7630.4","7630.75","7535.85","7546.45"
"06 Apr 2016","7636.05","7638.65","7591.75","7614.35"
"05 Apr 2016","7736.3","7736.3","7588.65","7603.20"
"04 Apr 2016","7733.15","7764.45","7704.4","7758.80"
"01 Apr 2016","7718.05","7740.15","7666.1","7713.05"
"31 Mar 2016","7727.65","7777.6","7702","7738.40"
"30 Mar 2016","7651.1","7741.95","7643.45","7735.20"
"29 Mar 2016","7606.55","7652.9","7582.25","7597.00"
"28 Mar 2016","7741","7749.4","7587.7","7615.10"
"23 Mar 2016","7717.45","7726.85","7670.6","7716.50"
"22 Mar 2016","7695.55","7728.2","7643.8","7714.90"
"21 Mar 2016","7619.2","7713.55","7617.7","7704.25"
"18 Mar 2016","7534.65","7613.6","7517.9","7604.35"
